Applicant,Edu_Parent1,Edu_Parent2,Gender,White,Asian,HSGPA,SAT_ACT,College,Admitted,Enrolled,College_GPA
11817,5,3,F,1,0,3.95,1150,Arts & Letters,Yes,No,
11826,4,5,M,1,0,3.55,1080,Arts & Letters,No,No,
11829,6,6,M,1,0,3.43,1170,Arts & Letters,No,No,
11830,3,3,F,0,1,3.36,990,Arts & Letters,No,No,
11835,4,3,F,0,0,3.05,1090,Arts & Letters,No,No,
11839,7,7,M,0,0,2.64,930,Arts & Letters,No,No,
11844,7,7,M,1,0,3.27,1160,Arts & Letters,Yes,No,
11849,7,6,F,1,0,3.67,1210,Arts & Letters,Yes,No,
11851,6,6,F,1,0,3.48,1090,Arts & Letters,No,No,
11853,1,1,F,0,1,2.95,910,Arts & Letters,No,No,
11856,6,7,F,1,0,3.61,1110,Arts & Letters,No,No,
11857,6,4,M,1,0,3.43,1240,Arts & Letters,No,No,
11858,7,6,M,1,0,3.61,1250,Arts & Letters,No,No,
11862,7,7,M,1,0,3.23,980,Arts & Letters,No,No,
11864,6,6,F,1,0,4.18,1250,Arts & Letters,Yes,No,
11866,3,6,F,0,1,3.25,890,Arts & Letters,No,No,
11867,4,7,F,0,0,4.23,1190,Arts & Letters,No,No,
11870,7,6,M,0,0,3.32,1150,Arts & Letters,No,No,
11873,7,6,M,0,0,3.79,1290,Arts & Letters,No,No,
11876,6,6,M,1,0,2.41,1010,Arts & Letters,No,No,
11886,6,7,M,1,0,3.95,1140,Arts & Letters,No,No,
11887,2,3,F,0,0,3.33,900,Arts & Letters,No,No,
11888,4,4,M,1,0,3.35,1320,Arts & Letters,No,No,
11889,6,6,F,1,0,4.03,1370,Arts & Letters,No,No,
11897,4,5,F,1,0,3.73,960,Arts & Letters,No,No,
11899,3,7,F,0,0,3.08,1210,Arts & Letters,No,No,
11901,3,6,F,0,1,3.48,1140,Arts & Letters,No,No,
11904,6,7,F,1,0,3.25,1090,Arts & Letters,No,No,
11906,7,4,M,1,0,2.6,1270,Arts & Letters,No,No,
11907,4,6,M,1,0,3.88,1360,Arts & Letters,Yes,No,
11908,6,4,M,1,0,3.2,1410,Arts & Letters,No,No,
11911,7,6,M,0,1,2.68,1070,Arts & Letters,No,No,
11912,7,5,F,1,0,4.09,990,Arts & Letters,No,No,
11915,7,6,F,1,0,3.4,1100,Arts & Letters,No,No,
11919,7,5,M,1,0,3.91,1060,Arts & Letters,No,No,
11920,4,6,M,0,1,3.14,1270,Arts & Letters,No,No,
11923,6,6,F,0,1,3.59,1130,Arts & Letters,No,No,
11924,1,1,F,0,0,4.21,1110,Arts & Letters,No,No,
11926,7,7,F,1,0,4.1,1260,Arts & Letters,Yes,Yes,2.793
11928,1,1,F,0,0,2.73,1100,Arts & Letters,No,No,
11929,3,2,F,0,0,3.15,1000,Arts & Letters,No,No,
11931,3,1,F,0,0,3.86,1240,Arts & Letters,Yes,No,
11932,7,4,F,0,0,3.9,1270,Arts & Letters,No,No,
11935,6,6,F,0,0,4,1250,Arts & Letters,No,No,
11938,4,4,F,0,0,2.92,1000,Arts & Letters,No,No,
11944,7,5,F,0,1,3.65,1210,Arts & Letters,No,No,
11946,6,6,M,1,0,2.86,1030,Arts & Letters,No,No,
11950,6,7,F,0,0,3.29,1280,Arts & Letters,No,No,
11953,7,7,F,1,0,3.36,1170,Arts & Letters,Yes,No,
11955,6,6,M,1,0,3.48,1290,Arts & Letters,No,No,
11956,7,5,F,1,0,2.67,750,Arts & Letters,No,No,
11957,3,2,F,0,0,4.17,820,Arts & Letters,Yes,No,
11963,7,6,F,1,0,3.26,1430,Arts & Letters,Yes,Yes,2.063
11964,5,6,F,1,0,3.46,1300,Arts & Letters,No,No,
11969,7,3,F,0,0,3.42,1040,Arts & Letters,No,No,
11977,6,6,M,1,0,3.82,1160,Arts & Letters,Yes,Yes,3.343
11980,6,6,F,1,0,3.62,1230,Arts & Letters,No,No,
11981,6,6,F,0,1,4,1380,Arts & Letters,No,No,
11982,4,7,M,1,0,3.8,1330,Arts & Letters,Yes,No,
11985,3,5,F,1,0,3.29,930,Arts & Letters,No,No,
11987,4,4,F,0,0,3.17,1030,Arts & Letters,No,No,
11989,7,7,F,0,0,3.5,1150,Arts & Letters,No,No,
11992,6,6,M,0,0,4.27,1420,Arts & Letters,Yes,No,
11993,5,3,F,0,0,2.56,980,Arts & Letters,No,No,
11994,6,6,F,1,0,4.05,1300,Arts & Letters,No,No,
11995,4,6,F,0,0,3.5,1280,Arts & Letters,Yes,Yes,3.536
11998,3,3,M,1,0,3.45,1200,Arts & Letters,No,No,
11999,7,4,F,0,0,3.96,1280,Arts & Letters,Yes,No,
12000,7,7,F,1,0,4.2,1360,Arts & Letters,Yes,No,
12003,2,2,F,0,0,2.75,820,Arts & Letters,No,No,
12005,6,6,F,1,0,3.64,1050,Arts & Letters,No,No,
12008,2,2,F,0,0,3.18,960,Arts & Letters,No,No,
12009,6,6,M,1,0,3.55,1230,Arts & Letters,No,No,
12010,6,5,M,1,0,3.05,1320,Arts & Letters,No,No,
12015,5,5,F,0,0,3.05,880,Arts & Letters,No,No,
12016,6,7,F,0,1,4.14,1130,Arts & Letters,Yes,No,
12018,4,5,F,1,0,3.55,910,Arts & Letters,No,No,
12026,6,7,F,1,0,3.68,1210,Arts & Letters,No,No,
12034,7,6,F,1,0,3.58,1090,Arts & Letters,Yes,No,
12037,5,3,M,0,0,3.57,1020,Arts & Letters,No,No,
12038,6,6,M,1,0,3.72,1210,Arts & Letters,No,No,
12039,6,6,F,1,0,3.38,1100,Arts & Letters,No,Yes,2.888
12050,6,6,F,0,0,3.15,1290,Arts & Letters,No,No,
12051,6,6,M,1,0,3,1080,Arts & Letters,No,No,
12054,6,5,F,1,0,4.1,1380,Arts & Letters,Yes,No,
12056,4,4,M,0,1,2.73,750,Arts & Letters,No,No,
12057,6,5,M,0,0,3,1050,Arts & Letters,No,No,
12061,4,4,F,0,0,2.43,990,Arts & Letters,No,No,
12065,4,3,F,0,0,3.68,1300,Arts & Letters,No,No,
12067,7,5,M,0,0,2.5,900,Arts & Letters,No,No,
12068,6,7,M,0,0,3.3,1140,Arts & Letters,No,No,
12069,7,6,F,1,0,3.95,1330,Arts & Letters,Yes,No,
12072,7,6,F,0,1,3.67,1270,Arts & Letters,No,No,
12080,4,7,M,0,0,3.69,1100,Arts & Letters,No,No,
12087,6,3,M,0,0,3.32,1100,Arts & Letters,No,No,
12089,5,4,F,0,1,3.92,1170,Arts & Letters,No,No,
12093,3,4,M,1,0,4,1230,Arts & Letters,No,No,
12094,7,6,F,0,0,3.41,1180,Arts & Letters,No,No,
12095,7,7,M,1,0,3.79,1090,Arts & Letters,No,No,
12099,7,6,F,0,1,3.25,1140,Arts & Letters,No,No,
12100,6,6,F,0,0,3.73,1160,Arts & Letters,No,No,
12101,7,6,F,0,0,4,1240,Arts & Letters,No,No,
12103,7,7,M,0,1,3.09,1420,Arts & Letters,No,No,
12109,3,6,F,1,0,4.16,1290,Arts & Letters,Yes,No,
12110,6,5,F,0,1,3.25,1130,Arts & Letters,No,No,
12112,6,3,M,0,0,2.85,910,Arts & Letters,No,No,
12114,3,6,F,1,0,4.05,1300,Arts & Letters,No,No,
12117,6,4,F,1,0,4.06,1100,Arts & Letters,No,No,
12123,3,3,F,0,0,4.4,990,Arts & Letters,No,No,
12125,6,7,F,0,0,3.18,830,Arts & Letters,No,No,
12128,7,5,F,0,0,4,1370,Arts & Letters,Yes,No,
12129,6,6,M,1,0,3.86,1230,Arts & Letters,No,No,
12130,4,4,M,1,0,3.67,830,Arts & Letters,No,No,
12134,4,6,F,1,0,3.58,1150,Arts & Letters,No,No,
12137,1,1,F,0,0,3.9,1030,Arts & Letters,Yes,No,
12138,4,6,F,1,0,3.38,1090,Arts & Letters,No,No,
12139,3,1,M,0,0,4.25,1160,Arts & Letters,No,No,
12140,2,3,M,0,0,3.22,940,Arts & Letters,No,No,
12141,3,3,M,0,0,2.42,600,Arts & Letters,No,No,
12142,4,4,M,0,1,3.2,1090,Arts & Letters,No,No,
12144,7,3,F,0,0,3.95,1290,Arts & Letters,Yes,No,
12145,6,6,F,1,0,4.44,1450,Arts & Letters,Yes,No,
12148,2,4,F,0,0,3.43,890,Arts & Letters,No,No,
12149,6,6,F,1,0,3.5,1140,Arts & Letters,No,No,
12164,7,7,F,0,1,3.92,1420,Arts & Letters,Yes,No,
12170,6,6,F,1,0,4,1270,Arts & Letters,No,No,
12172,3,7,M,1,0,2.33,1010,Arts & Letters,No,No,
12173,7,6,F,1,0,4.15,1520,Arts & Letters,Yes,No,
12175,2,2,F,0,0,3.55,1040,Arts & Letters,No,No,
12176,3,4,F,1,0,3.12,1190,Arts & Letters,No,No,
12178,3,6,F,1,0,4,1290,Arts & Letters,No,No,
12181,6,6,F,1,0,3.25,1050,Arts & Letters,Yes,Yes,3.274
12194,7,7,M,1,0,3.45,1320,Arts & Letters,No,No,
12196,6,5,F,1,0,3.61,1110,Arts & Letters,Yes,Yes,3.099
12197,6,6,F,1,0,4.24,1200,Arts & Letters,No,No,
12199,6,4,F,1,0,3.59,1150,Arts & Letters,Yes,Yes,3.192
12200,7,6,F,0,1,2.92,1480,Arts & Letters,Yes,No,
12202,6,3,F,1,0,3.65,1220,Arts & Letters,No,No,
12203,5,5,F,1,0,2,910,Arts & Letters,No,No,
12204,6,7,F,1,0,3.45,1090,Arts & Letters,Yes,No,
12205,6,6,F,1,0,3.96,1110,Arts & Letters,No,No,
12208,6,7,M,1,0,2.62,1150,Arts & Letters,No,Yes,1.488
12209,6,6,M,1,0,3.43,1240,Arts & Letters,No,No,
12213,6,6,M,1,0,3.35,1450,Arts & Letters,No,No,
12215,6,5,F,1,0,3.32,1040,Arts & Letters,No,No,
12216,6,6,F,1,0,3.19,1170,Arts & Letters,No,No,
12220,6,6,F,0,0,3.33,1170,Arts & Letters,No,No,
12226,3,3,F,0,0,3.83,1110,Arts & Letters,No,No,
12227,4,5,F,0,0,3.95,980,Arts & Letters,No,No,
12233,3,3,F,1,0,2.89,1120,Arts & Letters,No,No,
12234,4,5,F,1,0,3.96,1260,Arts & Letters,No,No,
12236,1,1,F,0,0,2.39,790,Arts & Letters,No,No,
12237,7,3,F,1,0,3.64,1270,Arts & Letters,Yes,No,
12238,7,7,F,1,0,2.96,1030,Arts & Letters,No,No,
12240,1,4,F,0,0,3.83,1090,Arts & Letters,Yes,No,
12252,6,6,M,1,0,3.04,1100,Arts & Letters,No,No,
12255,6,6,F,0,0,4.14,1450,Arts & Letters,Yes,No,
12258,3,3,M,0,0,3.8,1050,Arts & Letters,No,No,
12259,5,6,F,1,0,3.15,970,Arts & Letters,No,No,
12261,3,7,M,1,0,2.93,970,Arts & Letters,No,No,
12269,7,7,M,0,0,4.12,1520,Arts & Letters,Yes,No,
12270,5,4,M,0,1,4.33,1300,Arts & Letters,No,No,
12272,6,6,F,0,1,3.05,1140,Arts & Letters,No,No,
12274,2,2,F,1,0,3.35,1140,Arts & Letters,No,No,
12275,6,4,F,0,1,2.83,1150,Arts & Letters,No,No,
12276,2,1,F,0,0,3.14,870,Arts & Letters,No,No,
12283,3,3,M,0,0,3.33,880,Arts & Letters,No,No,
12285,7,3,F,1,0,3.69,1090,Arts & Letters,Yes,Yes,2.876
12288,7,6,M,1,0,3.7,1120,Arts & Letters,No,No,
12289,4,3,F,0,0,2.95,910,Arts & Letters,No,No,
12291,4,5,M,0,0,3.77,1230,Arts & Letters,Yes,No,
12293,7,4,F,1,0,3.05,1110,Arts & Letters,No,No,
12299,6,4,F,1,0,3.37,1150,Arts & Letters,No,No,
12300,6,6,F,1,0,3.32,1070,Arts & Letters,No,No,
12302,3,3,M,0,0,2.33,650,Arts & Letters,No,No,
12303,7,6,F,0,1,3.96,1500,Arts & Letters,Yes,No,
12304,6,6,F,0,0,3.7,1260,Arts & Letters,No,No,
12305,7,7,F,1,0,4.11,1380,Arts & Letters,Yes,No,
12307,7,7,M,1,0,3.14,1190,Arts & Letters,No,No,
12308,4,4,F,1,0,2.85,970,Arts & Letters,No,No,
12309,6,6,M,1,0,3.64,1190,Arts & Letters,No,No,
12310,6,7,F,0,0,3.93,1340,Arts & Letters,No,No,
12312,6,6,F,1,0,3.68,1140,Arts & Letters,No,No,
12315,6,6,F,0,1,3.33,1010,Arts & Letters,No,No,
12317,3,7,F,1,0,3.65,1210,Arts & Letters,No,No,
12319,6,4,F,1,0,3.21,1210,Arts & Letters,No,No,
12320,1,2,M,0,0,2.48,820,Arts & Letters,No,No,
12322,5,6,F,0,0,3.62,910,Arts & Letters,No,No,
12324,2,2,M,0,0,3.45,990,Arts & Letters,No,No,
12327,7,7,F,0,0,3.23,1110,Arts & Letters,No,No,
12331,6,6,F,1,0,4.08,1210,Arts & Letters,No,No,
12336,4,4,F,1,0,2.75,1030,Arts & Letters,No,No,
12338,7,6,F,0,1,3.29,1310,Arts & Letters,No,No,
12339,3,7,M,1,0,3.04,1210,Arts & Letters,No,No,
12343,7,4,F,0,1,3.59,1400,Arts & Letters,No,No,
12344,6,4,F,1,0,4,1420,Arts & Letters,Yes,No,
12346,6,6,M,1,0,2.62,1300,Arts & Letters,No,No,
12348,6,5,M,0,0,3.39,1100,Arts & Letters,No,No,
12349,5,5,F,1,0,3.25,1180,Arts & Letters,No,No,
12350,7,7,F,0,0,4,1150,Arts & Letters,No,No,
12354,7,7,F,1,0,4.04,990,Arts & Letters,No,No,
12355,6,6,M,1,0,3.45,1190,Arts & Letters,No,No,
12356,7,6,M,0,0,3.75,1290,Arts & Letters,No,No,
12357,7,6,M,0,0,2.86,840,Arts & Letters,No,No,
12359,2,2,M,0,0,3.27,1110,Arts & Letters,No,No,
12363,5,3,F,0,1,3.18,1370,Arts & Letters,No,No,
12364,6,6,F,1,0,3.35,1150,Arts & Letters,No,No,
12367,4,4,F,1,0,3.75,1180,Arts & Letters,Yes,No,
12368,1,1,F,0,1,2.71,850,Arts & Letters,No,No,
12369,6,6,F,1,0,3.72,890,Arts & Letters,No,No,
12370,1,2,M,0,1,3.09,1050,Arts & Letters,No,No,
12371,7,6,F,0,0,3.58,1190,Arts & Letters,Yes,No,
12374,7,7,F,1,0,4.07,1300,Arts & Letters,Yes,No,
12375,1,4,F,1,0,4,1440,Arts & Letters,Yes,No,
12378,6,6,M,1,0,3.85,1480,Arts & Letters,Yes,No,
12379,6,6,F,1,0,3.95,1410,Arts & Letters,Yes,No,
12383,7,6,M,1,0,3.7,1260,Arts & Letters,No,No,
12384,6,6,M,1,0,2.59,1290,Arts & Letters,No,No,
12389,7,6,M,1,0,3.14,1210,Arts & Letters,No,No,
12390,7,7,F,1,0,3.96,1380,Arts & Letters,Yes,No,
12392,7,7,M,1,0,4,1290,Arts & Letters,Yes,No,
12393,7,6,M,0,1,3.1,1100,Arts & Letters,No,No,
12394,4,4,F,0,1,3.5,1080,Arts & Letters,No,No,
12396,2,5,M,0,1,3.92,1160,Arts & Letters,No,No,
12397,4,6,F,1,0,2.75,1080,Arts & Letters,No,No,
12398,6,7,F,1,0,2.88,1160,Arts & Letters,No,Yes,2.903
12402,4,3,M,1,0,2.75,1030,Arts & Letters,No,No,
12403,3,6,F,1,0,3.5,1270,Arts & Letters,No,No,
12405,4,6,F,1,0,2.96,1030,Arts & Letters,No,No,
12407,6,4,F,1,0,3.45,1130,Arts & Letters,No,No,
12410,3,6,F,1,0,4.32,1260,Arts & Letters,Yes,No,
12411,7,6,F,0,0,3.91,1290,Arts & Letters,Yes,No,
12413,3,6,F,0,0,3.47,980,Arts & Letters,Yes,Yes,3.309
12414,2,3,F,0,1,4,980,Arts & Letters,No,No,
12416,4,6,M,1,0,3.5,1240,Arts & Letters,No,No,
12418,2,3,F,0,1,4.17,1160,Arts & Letters,Yes,Yes,3.527
12419,7,5,F,0,1,4,1340,Arts & Letters,Yes,No,
12421,1,1,F,0,1,3.86,950,Arts & Letters,Yes,No,
12431,6,3,M,1,0,3.45,1070,Arts & Letters,No,No,
12435,1,1,F,0,0,3.72,1190,Arts & Letters,Yes,No,
12436,6,3,F,1,0,3.32,1120,Arts & Letters,No,No,
12437,2,3,M,0,0,3.23,980,Arts & Letters,No,No,
12438,3,3,F,1,0,3.42,1050,Arts & Letters,No,No,
12439,6,6,M,1,0,3.23,1120,Arts & Letters,No,No,
12440,3,3,F,0,0,3.75,1230,Arts & Letters,No,No,
12442,7,4,M,1,0,3.72,1270,Arts & Letters,Yes,No,
12445,7,6,F,0,1,3.59,1250,Arts & Letters,No,No,
12446,6,3,F,1,0,0,1210,Arts & Letters,No,No,
12452,4,3,F,1,0,3.7,1020,Arts & Letters,No,No,
12454,7,7,M,1,0,3.3,1190,Arts & Letters,No,No,
12459,6,5,F,1,0,4.23,1230,Arts & Letters,Yes,No,
12461,7,7,M,1,0,3.25,1290,Arts & Letters,No,No,
12465,5,7,F,1,0,3.64,1230,Arts & Letters,No,No,
12467,4,5,M,1,0,3.56,1030,Arts & Letters,No,No,
12468,2,2,F,0,0,3.86,1000,Arts & Letters,No,No,
12469,6,6,F,1,0,3.55,1210,Arts & Letters,No,No,
12473,3,5,F,0,0,3.41,970,Arts & Letters,No,No,
12478,5,6,F,1,0,4.27,1330,Arts & Letters,Yes,No,
12481,6,6,F,0,0,3.57,1150,Arts & Letters,No,No,
12484,3,3,M,0,0,3.5,990,Arts & Letters,No,No,
12485,1,1,M,0,0,2.85,950,Arts & Letters,No,No,
12489,6,6,F,1,0,3.54,1120,Arts & Letters,No,No,
12490,1,1,M,0,0,2.77,860,Arts & Letters,No,No,
12493,5,6,F,1,0,3.11,1090,Arts & Letters,No,No,
12494,7,6,M,1,0,3.5,1260,Arts & Letters,No,No,
12495,7,6,M,1,0,3.33,1020,Arts & Letters,No,No,
12497,1,4,F,0,0,3.1,1110,Arts & Letters,No,No,
12499,6,4,F,1,0,4.32,1080,Arts & Letters,No,No,
12502,6,6,F,0,1,2.91,1050,Arts & Letters,No,No,
12504,7,6,F,1,0,3.58,1040,Arts & Letters,No,No,
12512,6,4,F,1,0,3.18,1150,Arts & Letters,No,No,
12516,3,3,F,1,0,4.14,1170,Arts & Letters,Yes,No,
12520,7,7,F,1,0,3.36,1210,Arts & Letters,No,No,
12521,3,3,F,0,0,3.21,770,Arts & Letters,No,No,
12522,1,4,M,0,0,3.65,890,Arts & Letters,No,No,
12524,4,3,F,0,0,3,840,Arts & Letters,No,No,
12525,1,1,M,0,0,3.41,800,Arts & Letters,No,No,
12526,3,3,M,0,0,4,1130,Arts & Letters,No,No,
12530,6,7,F,1,0,3.64,1180,Arts & Letters,No,No,
12531,1,1,F,0,0,2.95,790,Arts & Letters,No,No,
12532,5,5,M,0,1,3.33,1340,Arts & Letters,No,No,
12533,7,7,F,1,0,3.42,1230,Arts & Letters,No,No,
12535,3,3,F,1,0,3.73,1200,Arts & Letters,No,No,
12536,2,2,M,0,0,3.66,930,Arts & Letters,No,No,
12537,5,7,F,0,1,3.56,1200,Arts & Letters,No,No,
12540,7,4,F,0,0,3.65,1260,Arts & Letters,Yes,No,
12542,3,4,F,0,1,3.56,1180,Arts & Letters,No,No,
12543,6,6,F,1,0,3.68,1140,Arts & Letters,No,No,
12544,7,7,M,1,0,3.5,1190,Arts & Letters,No,Yes,2.999
12545,5,7,F,1,0,3.59,1150,Arts & Letters,Yes,No,
12546,7,7,F,1,0,4,1170,Arts & Letters,No,No,
12548,2,6,F,0,0,3.77,1170,Arts & Letters,Yes,Yes,2.982
12551,7,7,M,1,0,3.56,1210,Arts & Letters,No,No,
12554,3,3,F,0,0,3,720,Arts & Letters,No,No,
12555,7,4,M,1,0,3.73,1300,Arts & Letters,Yes,No,
12560,4,4,M,1,0,3.57,1220,Arts & Letters,No,No,
12562,7,5,F,0,0,3.71,1350,Arts & Letters,No,No,
12563,7,4,F,0,1,3.7,1140,Arts & Letters,No,Yes,2.897
12564,4,7,M,1,0,2.5,1320,Arts & Letters,No,No,
12565,4,4,M,1,0,2.73,1180,Arts & Letters,No,No,
12568,2,1,F,0,1,3.91,1110,Arts & Letters,Yes,No,
12570,1,1,F,0,1,3.6,1040,Arts & Letters,Yes,No,
12571,6,5,M,1,0,2.67,1320,Arts & Letters,No,No,
12572,6,6,F,0,0,3.5,1350,Arts & Letters,No,No,
12580,5,5,F,1,0,4.23,1310,Arts & Letters,Yes,No,
12582,4,3,F,0,1,3.4,1140,Arts & Letters,No,No,
12584,6,6,F,1,0,3.76,950,Arts & Letters,No,No,
12588,5,6,F,0,0,3,940,Arts & Letters,No,No,
12592,5,5,F,1,0,2.9,1190,Arts & Letters,No,No,
12593,4,7,F,1,0,3.85,1210,Arts & Letters,No,No,
12594,3,3,F,0,0,3.24,1100,Arts & Letters,No,No,
12595,7,7,F,0,0,2.78,1170,Arts & Letters,No,No,
12601,5,7,F,0,0,3.04,840,Arts & Letters,No,No,
12604,6,4,M,1,0,3.19,1140,Arts & Letters,No,No,
12607,3,2,M,0,0,3.67,1060,Arts & Letters,Yes,No,
12611,7,7,F,1,0,3.77,1340,Arts & Letters,No,No,
12614,5,3,F,0,0,4.14,1410,Arts & Letters,Yes,No,
12615,7,7,M,1,0,3.67,1250,Arts & Letters,No,No,
12622,2,1,F,0,1,3.21,1140,Arts & Letters,No,No,
12623,4,3,F,0,0,3.27,1100,Arts & Letters,No,No,
12625,3,6,F,0,0,3.61,960,Arts & Letters,No,No,
12627,6,6,M,1,0,3.32,1380,Arts & Letters,No,No,
12629,3,3,M,0,0,2.9,1360,Arts & Letters,No,No,
12630,1,2,F,0,0,3.61,850,Arts & Letters,Yes,No,
12632,6,7,F,1,0,3.77,1280,Arts & Letters,Yes,Yes,3.52
12634,5,6,F,1,0,3.29,1060,Arts & Letters,No,No,
12637,6,6,F,1,0,3.27,1290,Arts & Letters,No,No,
12640,7,6,F,0,0,2.55,1020,Arts & Letters,No,No,
12642,7,2,F,1,0,3.32,1090,Arts & Letters,No,No,
12647,6,6,M,1,0,2.95,870,Arts & Letters,No,No,
12649,2,7,M,1,0,3.54,1230,Arts & Letters,No,No,
12652,5,5,M,1,0,3.5,1140,Arts & Letters,No,No,
12653,1,3,F,0,0,3.62,1110,Arts & Letters,Yes,No,
12654,7,7,F,0,1,3.53,1000,Arts & Letters,No,No,
12655,7,6,F,0,1,4,1570,Arts & Letters,Yes,No,
12661,3,3,F,0,1,3.46,1170,Arts & Letters,No,No,
12664,7,4,F,1,0,3.3,1230,Arts & Letters,No,No,
12665,1,1,F,0,0,4.4,1340,Arts & Letters,Yes,No,
12667,4,6,M,0,1,2.5,970,Arts & Letters,No,No,
12668,3,1,F,1,0,3.25,1030,Arts & Letters,No,No,
12669,7,6,F,1,0,4.04,1440,Arts & Letters,Yes,No,
12673,3,3,M,0,0,3.68,1400,Arts & Letters,Yes,No,
12679,7,4,M,1,0,3.38,1340,Arts & Letters,No,No,
12680,7,3,F,0,0,3.33,1180,Arts & Letters,No,No,
12681,6,6,F,0,1,3.54,1270,Arts & Letters,No,Yes,2.91
12682,6,6,F,0,1,3.88,1400,Arts & Letters,No,No,
12684,7,3,F,0,0,3.82,1370,Arts & Letters,No,No,
12689,7,7,F,0,1,3.75,1160,Arts & Letters,No,No,
12691,4,3,M,0,1,3.3,1300,Arts & Letters,No,No,
12698,4,1,F,0,1,3.05,1050,Arts & Letters,No,No,
12701,7,7,F,1,0,3.17,940,Arts & Letters,No,No,
12702,6,6,F,1,0,4.21,1410,Arts & Letters,Yes,No,
12703,4,3,F,1,0,3.1,1140,Arts & Letters,No,No,
12706,7,7,F,0,1,3.97,1320,Arts & Letters,Yes,No,
12714,7,7,M,1,0,3.68,1200,Arts & Letters,No,No,
12717,5,5,M,0,0,2.76,1120,Arts & Letters,No,No,
12720,3,5,F,0,0,3.5,1250,Arts & Letters,No,No,
12723,6,5,M,0,0,3.4,1230,Arts & Letters,Yes,No,
12728,6,4,M,1,0,3.95,1380,Arts & Letters,Yes,No,
12731,6,6,F,0,0,3.73,1140,Arts & Letters,No,No,
12736,7,7,M,1,0,3.5,1240,Arts & Letters,No,No,
12737,6,7,F,1,0,3.83,1250,Arts & Letters,No,No,
12738,1,1,F,0,1,3.62,1080,Arts & Letters,Yes,Yes,2.912
12740,1,1,F,0,1,3.07,1200,Arts & Letters,Yes,No,
12743,4,5,M,1,0,2.69,990,Arts & Letters,No,No,
12744,3,3,F,0,0,3,880,Arts & Letters,No,No,
12745,6,7,F,0,0,3.71,1240,Arts & Letters,Yes,No,
12746,7,7,M,1,0,3.65,1270,Arts & Letters,No,No,
12750,6,7,F,1,0,4.32,1360,Arts & Letters,Yes,No,
12751,7,6,F,1,0,3.9,1490,Arts & Letters,Yes,No,
12757,7,6,M,1,0,3.71,1270,Arts & Letters,Yes,Yes,3.925
12758,4,4,M,0,0,3.8,1410,Arts & Letters,No,No,
12759,6,7,F,1,0,4,1460,Arts & Letters,Yes,No,
12760,6,6,F,0,0,3.83,1230,Arts & Letters,Yes,No,
12761,7,6,F,1,0,3.96,1340,Arts & Letters,Yes,No,
12771,7,6,F,1,0,4.09,1260,Arts & Letters,No,No,
12772,4,4,F,1,0,3.19,1130,Arts & Letters,No,No,
12775,7,7,M,0,0,3.14,1110,Arts & Letters,No,No,
12778,7,4,F,0,0,4.08,1210,Arts & Letters,Yes,No,
12781,4,7,M,1,0,4.04,1150,Arts & Letters,No,No,
12782,7,6,F,1,0,3.83,1380,Arts & Letters,Yes,Yes,3.138
12787,4,4,F,1,0,3.4,1210,Arts & Letters,No,No,
12793,5,4,M,1,0,3.65,1340,Arts & Letters,No,No,
12794,6,3,F,0,1,4.17,1320,Arts & Letters,Yes,No,
12796,6,6,F,1,0,3.55,1390,Arts & Letters,No,No,
12800,6,7,M,1,0,3.37,1250,Arts & Letters,Yes,No,
12802,6,6,F,0,0,3.16,1050,Arts & Letters,No,No,
12805,6,5,F,1,0,3.74,1470,Arts & Letters,Yes,No,
12806,7,6,F,1,0,4.36,1140,Arts & Letters,No,No,
12810,5,5,F,1,0,4.21,1370,Arts & Letters,No,No,
12815,4,4,F,1,0,3.09,1130,Arts & Letters,No,No,
12822,4,4,F,1,0,3.6,1010,Arts & Letters,No,No,
12824,6,6,F,0,0,3.59,1130,Arts & Letters,No,No,
12828,6,6,F,0,0,3.87,1180,Arts & Letters,Yes,No,
12831,7,7,F,1,0,3.76,1430,Arts & Letters,No,No,
12833,7,7,M,0,0,3.64,1400,Arts & Letters,No,No,
12834,6,3,F,0,0,3.21,1110,Arts & Letters,No,No,
12836,6,5,M,1,0,3.18,1190,Arts & Letters,No,No,
12837,4,4,F,1,0,4.15,1190,Arts & Letters,No,No,
12839,7,6,F,1,0,4.04,1190,Arts & Letters,No,No,
12840,6,7,F,1,0,4,1230,Arts & Letters,Yes,No,
12841,6,6,M,1,0,4.07,1500,Arts & Letters,Yes,No,
12843,7,7,F,1,0,4.14,1430,Arts & Letters,Yes,No,
12845,6,3,F,1,0,3.55,1130,Arts & Letters,No,No,
12846,6,7,F,1,0,3.41,1410,Arts & Letters,Yes,No,
12858,4,4,F,0,1,3.32,1230,Arts & Letters,No,No,
12859,6,6,F,0,1,3.65,1470,Arts & Letters,Yes,No,
12863,4,4,F,1,0,3.5,1150,Arts & Letters,No,No,
12865,6,6,F,1,0,3.86,1330,Arts & Letters,Yes,Yes,3.206
12868,3,7,F,1,0,3.72,1170,Arts & Letters,No,No,
12870,6,3,M,1,0,3.36,1320,Arts & Letters,Yes,No,
12873,4,6,F,0,0,2.55,690,Arts & Letters,No,No,
12874,7,7,M,1,0,3.64,1210,Arts & Letters,No,No,
12876,6,3,M,1,0,3.32,1060,Arts & Letters,No,No,
12877,6,3,F,1,0,3.75,960,Arts & Letters,No,No,
12878,6,6,F,1,0,3.57,1370,Arts & Letters,Yes,Yes,3.629
